,track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo
1461,5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,78,Inner Monologue Part 1,2019-01-24,The Sound of Post-Teen Pop,pop,post-teen pop,0.518,0.467,0,-6.184,0.0302,0.662,0.0853,0.386,132.854
1462,1Fx9aiORwv0cx5mFEBasHo,All About Tonight,Pixie Lott,57,Young Foolish Happy (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.637,0.804,2,-6.141,0.0448,0.207,0.115,0.732,129.261
1463,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,94,Romance,2019-12-06,The Sound of Post-Teen Pop,pop,post-teen pop,0.724,0.491,8,-6.024,0.0296,0.018,0.0887,0.383,105.046
1464,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,78,In The Zone,2003-11-13,The Sound of Post-Teen Pop,pop,post-teen pop,0.774,0.838,5,-3.914,0.114,0.0249,0.242,0.924,143.04
1465,1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,76,Let The Road,2014-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.545,0.783,5,-4.261,0.0345,0.00489,0.132,0.551,174.084
1466,53xAT6jud1w0NqlBjSW4VB,What's My Name,China Anne McClain,66,Descendants 2 (Original TV Movie Soundtrack),2017-07-21,The Sound of Post-Teen Pop,pop,post-teen pop,0.727,0.932,1,-4.931,0.16,0.098,0.211,0.662,114.032
1467,1ZhIyWSMyEWkoQCGmEPQ40,Demi Lovato Medley,Cimorelli,55,Demi Lovato Medley,2019-01-26,The Sound of Post-Teen Pop,pop,post-teen pop,0.367,0.635,1,-4.842,0.119,0.134,0.322,0.451,180.117
1468,3je88Q4OvTqIx7BFRFYvRA,Phases,PRETTYMUCH,76,Phases,2019-04-26,The Sound of Post-Teen Pop,pop,post-teen pop,0.77,0.636,11,-6.724,0.131,0.169,0.0676,0.492,105.93
1469,3QmOiZF7IzJJkHnahh5Ea0,History,Olivia Holt,62,Olivia,2016-07-15,The Sound of Post-Teen Pop,pop,post-teen pop,0.767,0.631,1,-6.762,0.0541,0.0997,0.119,0.541,100.968
1470,1wF2QB0bAAYQdPUIn0L0VE,Outside Looking In,Jordan Pruitt,40,No Ordinary Girl,2007-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.69,0.29,5,-6.544,0.0282,0.676,0.109,0.42,95.976
1471,3Nbcx1svCSzmyYG2I81YCZ,Up,Olly Murs,68,Never Been Better (Deluxe),2014-11-21,The Sound of Post-Teen Pop,pop,post-teen pop,0.69,0.845,9,-4.676,0.0339,0.0193,0.101,0.638,114.948
1472,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,78,Title (Deluxe),2015-01-09,The Sound of Post-Teen Pop,pop,post-teen pop,0.63,0.53,0,-7.259,0.0434,0.4,0.177,0.417,108.038
1473,41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,95,Yummy,2020-01-03,The Sound of Post-Teen Pop,pop,post-teen pop,0.662,0.519,9,-6.554,0.106,0.404,0.121,0.495,145.841
1474,5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79,Ruin My Life,2018-10-18,The Sound of Post-Teen Pop,pop,post-teen pop,0.665,0.699,11,-5.265,0.0578,0.423,0.0969,0.585,124.896
1475,5WWOmIdScv25SOKm8yknqh,Let's Make This Last 4Ever,Mitchel Musso,38,Hannah Montana 3,2009-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.531,0.936,11,-2.956,0.0503,0.00758,0.0959,0.812,75.008
1476,7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,75,Insomnia,2019-03-08,The Sound of Post-Teen Pop,pop,post-teen pop,0.754,0.653,7,-5.095,0.0611,0.0944,0.383,0.379,123.084
1477,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,77,Spirit,2007,The Sound of Post-Teen Pop,pop,post-teen pop,0.638,0.656,5,-5.886,0.0357,0.188,0.146,0.225,104.036
1478,0x4GHzCjY5MGQ960CHnVHz,In My Blood,The Veronicas,58,In My Blood,2016-06-10,The Sound of Post-Teen Pop,pop,post-teen pop,0.538,0.809,7,-6.017,0.0504,0.00136,0.406,0.278,120.001
1479,4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,Jack & Jack,79,A Good Friend Is Nice,2019-01-25,The Sound of Post-Teen Pop,pop,post-teen pop,0.7,0.748,1,-6.044,0.0434,0.127,0.0941,0.631,111.939
1480,04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,80,Expectations,2018-06-22,The Sound of Post-Teen Pop,pop,post-teen pop,0.63,0.694,11,-6.257,0.0253,0.00281,0.0719,0.216,97.005
1481,3K01q0jtSNHeqx5gs97HH2,Push It to the Limit,Corbin Bleu,50,Another Side,2007-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.815,0.906,5,-3.194,0.0561,0.0116,0.0691,0.783,125.974
1482,6RjW45KHJ6kgI2xQ1aFa52,Acapella,Karmin,63,Pulses,2014-03-21,The Sound of Post-Teen Pop,pop,post-teen pop,0.667,0.619,2,-4.933,0.151,0.126,0.101,0.427,169.865
1483,7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,56,Killer Love (International Version),2011-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.66,0.797,5,-6.096,0.0262,0.00646,0.187,0.674,110.955
1484,2GJEMlKxt3GL2rJMOTET6Z,So Close,Jennette McCurdy,36,So Close,2009-03-10,The Sound of Post-Teen Pop,pop,post-teen pop,0.609,0.658,9,-4.657,0.0342,0.296,0.292,0.53,116.896
1485,7JTg1KbHm4FXeKL8vSmTqP,I Luv U (with R3HAB),Sofia Carson,71,I Luv U (with R3HAB),2019-12-16,The Sound of Post-Teen Pop,pop,post-teen pop,0.875,0.558,1,-6.164,0.0641,0.0532,0.116,0.44,96.072
1486,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,77,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,The Sound of Post-Teen Pop,pop,post-teen pop,0.703,0.868,7,-4.661,0.0291,0.15,0.104,0.733,121.03
1487,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,79,A Thousand Years,2011-10-18,The Sound of Post-Teen Pop,pop,post-teen pop,0.421,0.407,10,-7.445,0.0267,0.309,0.11,0.161,139.028
1488,3KnjerEPMolLapVo2wdgz6,Rumors,Lindsay Lohan,50,Speak,2004-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.883,0.784,10,-5.646,0.0533,0.0171,0.333,0.888,115.006
1489,44aN5xKL3kGHvQ5bXVk6B8,Ghost Town,Adam Lambert,65,The Original High (Deluxe Version),2015-06-11,The Sound of Post-Teen Pop,pop,post-teen pop,0.703,0.736,4,-5.709,0.046,0.186,0.174,0.274,119.955
1490,65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,49,Who I AM,2010-02-02,The Sound of Post-Teen Pop,pop,post-teen pop,0.636,0.763,4,-5.588,0.035,0.0773,0.174,0.756,107.256
1491,2v00WuRHH1WdnXxlHnyURi,Hate How Much I Love You,Conor Maynard,68,Hate How Much I Love You,2019-06-28,The Sound of Post-Teen Pop,pop,post-teen pop,0.779,0.42,0,-8.396,0.221,0.665,0.0862,0.688,105.076
1492,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,76,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,The Sound of Post-Teen Pop,pop,post-teen pop,0.696,0.817,1,-3.862,0.109,0.075,0.187,0.782,98.064
1493,0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,45,All the Way,2011-09-27,The Sound of Post-Teen Pop,pop,post-teen pop,0.683,0.943,7,-3.408,0.11,0.00553,0.0752,0.776,129.015
1494,61e03HSUanPGL3M3WSiJgE,Gold,Victoria Justice,43,Gold,2013-06-18,The Sound of Post-Teen Pop,pop,post-teen pop,0.662,0.859,7,-3.722,0.0522,0.000439,0.209,0.405,91.936
1495,5FNS5Vj69AhRGJWjhrAd01,Slow Dance,AJ Mitchell,78,Slow Dance,2019-08-09,The Sound of Post-Teen Pop,pop,post-teen pop,0.692,0.443,1,-5.671,0.0386,0.214,0.06,0.363,127.899
1496,24aMOBYVHE58Y33RIwkT0L,Like I Did,Shane Harper,45,Like I Did,2016-05-27,The Sound of Post-Teen Pop,pop,post-teen pop,0.588,0.793,1,-4.301,0.0414,0.0159,0.0801,0.466,97.977
1497,4qEoqyPbLYnLOii6mKlIjI,"Determinate - From ""Lemonade Mouth""",Adam Hicks,64,Lemonade Mouth,2011-01-01,Post teen pop,pop,post-teen pop,0.562,0.768,1,-5.006,0.0488,0.00361,0.0742,0.218,139.968
1498,5lz0NiPw32Gq4kMIUJvuw2,"Take On the World - Theme Song From ""Girl Meets World""",Rowan Blanchard,56,"Take On the World (Theme Song From ""Girl Meets World"")",2014-01-01,Post teen pop,pop,post-teen pop,0.638,0.713,5,-6.475,0.0388,0.00103,0.0466,0.703,115.967
1499,1rM0CnyUiiw6A9CHJRXjZA,Chillin' Like a Villain,Sofia Carson,65,Descendants 2 (Original TV Movie Soundtrack),2017-07-21,Post teen pop,pop,post-teen pop,0.697,0.775,8,-6.664,0.0829,0.0318,0.232,0.827,113.886
1500,744ZuzjXQmoJmOdk2I1ym9,"Keep It Undercover - Theme Song From ""K.C. Undercover""",Zendaya,52,"Keep It Undercover (Theme Song From ""K.C. Undercover"")",2015-01-01,Post teen pop,pop,post-teen pop,0.688,0.774,0,-4.444,0.086,0.361,0.196,0.803,109.974
1501,6VcKAd94eVxNyudlWN91GH,"Time of Our Lives - Main Title Theme From ""I Didn't Do It""",Olivia Holt,41,Time Of Our Lives (Main Title Theme) [Music From The TV Series “I Didn’t Do It”],2014-01-01,Post teen pop,pop,post-teen pop,0.467,0.817,2,-4.941,0.0879,0.000152,0.199,0.647,200.044
1502,3TcL0dyCMyr0kyTTc4NLgI,Who Says,Selena Gomez & The Scene,74,When The Sun Goes Down,2011-01-01,Post teen pop,pop,post-teen pop,0.682,0.927,4,-2.915,0.0479,0.0843,0.149,0.744,101.019
1503,1UXBbmjIrxjckrbv5EfSVT,Tell Me Something I Don't Know - Soundtrack,Selena Gomez,59,Another Cinderella Story (Original Motion Picture Soundtrack),2008-08-26,Post teen pop,pop,post-teen pop,0.611,0.936,7,-3.697,0.11,0.0309,0.12,0.697,144.901
1504,0hnHoQbEQOL4YUZ4SO6xbe,Calling All the Monsters,China Anne McClain,47,Calling All The Monsters,2011-01-01,Post teen pop,pop,post-teen pop,0.56,0.826,6,-5.866,0.0976,0.00272,0.487,0.492,141.974
1505,48qKqo6HgIG8VLN4CpYb37,Magic,Selena Gomez,47,Wizards Of Waverly Place,2009-01-01,Post teen pop,pop,post-teen pop,0.602,0.922,11,-3.061,0.0386,0.00632,0.284,0.396,104.101
1506,4TSxpQC5oY6XBkUSLPYM6G,Boombox,Laura Marano,47,Boombox,2016-03-11,Post teen pop,pop,post-teen pop,0.6,0.809,9,-4.982,0.164,0.0176,0.139,0.61,127.981
1507,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,76,Get Weird (Deluxe),2015-11-06,Post teen pop,pop,post-teen pop,0.777,0.895,4,-4.464,0.0618,0.0348,0.317,0.826,111.987
1508,2n3CaPGPLYnYAvTEwKCX8t,Mmm Yeah (feat. Pitbull),Austin Mahone,64,The Secret,2014,Post teen pop,pop,post-teen pop,0.712,0.922,6,-3.902,0.0411,0.00266,0.268,0.976,125.984
1509,4d2xzqxnNCEetIzMwRqhMK,La Bella y La Bestia,Bely Basarte,37,La Bella y la Bestia (Beauty and the Beast) [Banda Sonora Original en Castellano/Edición Deluxe],2017-03-17,Post teen pop,pop,post-teen pop,0.574,0.41,10,-8.7,0.0398,0.848,0.104,0.333,114.952
1510,33oVWYegPgHz4xes1bYUpk,Esperándola sin más,Ignasi Vidal,32,La Bella y la Bestia (Beauty and the Beast) [Banda Sonora Original en Castellano/Edición Deluxe],2017-03-17,Post teen pop,pop,post-teen pop,0.321,0.405,8,-8.459,0.0376,0.88,0.105,0.221,97.272
1511,3vrw4MWkszWdFlCmJfpkv2,Por fin ya veo la luz,Carmen López,41,Enredados (Rapunzel) OST,2011-01-01,Post teen pop,pop,post-teen pop,0.31,0.167,5,-14.525,0.029,0.856,0.0766,0.226,98.343
1512,0WSO4MJCg5nCW261pGQHao,Cuando mi vida va a comenzar,Carmen López,37,Enredados (Rapunzel) OST,2011-01-01,Post teen pop,pop,post-teen pop,0.698,0.458,4,-6.853,0.0295,0.183,0.0906,0.526,108.025
1513,5AJlZB3pgR7fM3DWTeL6WT,El Ritmo De La Selva,Fernando García Baró,27,The Jungle Book 2 Original Soundtrack,2003-01-01,Post teen pop,pop,post-teen pop,0.379,0.502,10,-10.027,0.163,0.461,0.557,0.759,203.425
1514,38J1ihEp0kRsuRboyoKXhN,Pobres almas sin sol,Helen Quiroga,26,La Sirenita (Banda Sonora Original),2002-01-01,Post teen pop,pop,post-teen pop,0.39,0.424,0,-9.336,0.124,0.785,0.167,0.508,70.114
1515,54NI0COc4wjNVTW9rnOEfI,"Parte De Tu Mundo - De ""La Sirenita""/Banda Sonora Original",María Caneda,33,La Sirenita (Banda Sonora Original),2002-01-01,Post teen pop,pop,post-teen pop,0.27,0.279,5,-10.319,0.0346,0.953,0.0937,0.366,87.182
1516,5Xw4HulgAYsJaB9VXOMVLH,Canción del encantamiento,Carmen López,37,Enredados (Rapunzel) OST,2011-01-01,Post teen pop,pop,post-teen pop,0.379,0.00814,6,-21.447,0.0367,0.962,0.128,0.512,88.389
1517,0zqY0ttERCqwSfgzfMWMNG,La Bella Y La Bestia,Marta Martorell,37,La Bella y La Bestia (Edición Especial/Banda Sonora Original),2002-01-01,Post teen pop,pop,post-teen pop,0.225,0.0917,5,-20.384,0.0385,0.916,0.153,0.152,86.34
1518,6orRFPOpyksp2Hgh7KDehQ,Qué hay más allá,María Parrado,47,Vaiana (Banda Sonora Original en Castellano),2016-12-02,Post teen pop,pop,post-teen pop,0.648,0.349,4,-10.809,0.0843,0.673,0.0959,0.121,84.055
1519,7Hjr124CfhS8HYAHJitVO4,Fire,"Matthew ""Mdot"" Finley",40,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.71,0.946,8,-4.431,0.078,0.123,0.203,0.681,120.089
1520,2E1V6nbjINpLpiMaWMSYZ4,Can't Back Down,Demi Lovato,43,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.636,0.839,8,-4.384,0.096,0.0847,0.1,0.658,120.031
1521,58HtLMKqU6MOr3cw0P6QEm,"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,40,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.617,0.945,11,-3.519,0.138,0.00503,0.0727,0.9,150.0
1522,5Alb26b1yQSaZtNxYKhZFC,Wouldn't Change a Thing,Demi Lovato,52,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.353,0.879,1,-3.486,0.0833,0.0843,0.105,0.516,171.762
1523,2y8rZoB5iJBt233kASCihn,Introducing Me,Nick Jonas,49,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.509,0.495,11,-6.073,0.0515,0.491,0.0773,0.684,112.893
1524,0q6ku8ljaOYoxs80gYrW8r,This is Our Song,Demi Lovato,44,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,pop,post-teen pop,0.351,0.626,7,-5.314,0.0358,0.0867,0.0937,0.394,129.568
1525,6uqpHCbXPceYgS4KdzaOdU,We Rock,Cast Of Camp Rock,38,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.633,0.941,8,-3.413,0.11,0.00623,0.103,0.844,143.887
1526,5ef1YfcBRyWqKZ5t9ZUYe0,Play My Music,Jonas Brothers,42,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.472,0.871,2,-3.492,0.0836,0.000632,0.219,0.803,177.965
1527,6RC5tEJEye1m0ilNfzjf3K,Gotta Find You,Joe Jonas,45,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.463,0.726,11,-5.126,0.03,0.0589,0.0861,0.473,82.006
1528,2JQRlt3HpTCpRvcfDsbwic,This Is Me,Demi Lovato,50,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.497,0.822,1,-2.863,0.0399,0.011,0.0947,0.58,90.992
1529,5LiW25vFN2BzrceU27R8qy,Here I Am,Renee Sandstrom,35,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.483,0.788,3,-3.473,0.0341,0.157,0.177,0.449,143.001
1530,6xg61PHNCLvQClEJrT9p0V,What it Takes,Aaryn Doyle,31,Camp Rock OST,2008-01-01,Post teen pop,pop,post-teen pop,0.71,0.871,2,-6.196,0.0794,0.369,0.297,0.647,100.983
1531,0CNuwuX6yEMcQYsCnwUfaV,Dynamite,China Anne McClain,35,A.N.T. Farm (Original Soundtrack),2012-01-01,Post teen pop,pop,post-teen pop,0.659,0.789,6,-3.444,0.0717,0.184,0.0535,0.493,121.947
1532,0unE30Ni1mCtJ3ouixiwlB,Something About the Sunshine,Anna Margaret,44,Starstruck (Original Motion Picture Soundtrack),2010-01-01,Post teen pop,pop,post-teen pop,0.692,0.794,5,-6.219,0.0479,0.0977,0.141,0.782,125.027
1533,34iOdwktu3ZDhujxpsAqe7,Stuck On You,Nick Strand,39,Stuck On You,2019-09-20,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.58,0.664,1,-2.866,0.0748,0.429,0.146,0.436,146.001
1534,7vmiKOPQuGBV3Q2z3He5e9,Down Low,Astrid S,55,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.554,0.35,6,-5.378,0.0287,0.799,0.317,0.333,86.331
1535,0cppqb4vQycORHNMxr8DGd,Favorite Part Of Me,Astrid S,70,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.598,0.502,1,-6.273,0.0447,0.862,0.096,0.403,121.621
1536,5WEAZtjEufELtaxqYcqCJg,Years,Astrid S,69,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.664,0.285,9,-7.907,0.0342,0.855,0.0952,0.256,124.148
1537,4poybupy26pTWPr9zY1i7h,Some Say,Nea,81,Some Say,2019-09-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.779,0.342,3,-6.316,0.0404,0.701,0.132,0.482,104.993
1538,5VGBgPVFO3e0lWz4WHYntQ,All For Love,Tungevaag & Raaban,68,All For Love,2018-03-23,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.689,0.901,7,-1.431,0.0678,0.145,0.459,0.651,125.115
1539,2JtuQZHQAtNO13O8KLQSxE,Boys Like You,Anna Clendening,69,Boys Like You,2018-06-01,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.664,0.607,2,-8.822,0.113,0.23,0.164,0.541,95.958
1540,33NUt06BeLIeJyf4YJtGoh,Slow Dance (feat. Ava Max),AJ Mitchell,41,Slow Dance,2019-08-23,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.692,0.443,1,-5.671,0.0386,0.214,0.06,0.363,127.899
1541,2y8iBf0QRqCKFtePi9Rl2H,Why Do You Love Me,Charlotte Lawrence,68,Why Do You Love Me,2019-07-19,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.81,0.305,8,-6.165,0.0902,0.28,0.203,0.732,120.013
1542,0iwsQWgtjSq2kUXuZwTDAL,Home with You,Madison Beer,73,As She Pleases,2018-02-02,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.631,0.599,7,-6.137,0.0878,0.067,0.0952,0.727,170.122
1543,0L1IszgjzIZRBENyHJTQms,Dear Society,Madison Beer,75,Dear Society,2019-05-17,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.65,0.594,7,-6.374,0.0492,0.161,0.133,0.416,145.944
1544,5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75,Snacks,2019-07-12,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.567,0.765,1,-4.107,0.108,0.317,0.14,0.541,121.924
1545,7lqsmY0ifoZsqBU6DpbCIq,All For Love,Madison Beer,54,All For Love,2015-09-04,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.653,0.76,1,-4.892,0.0556,0.00514,0.0658,0.133,119.905
1546,5kApwSRDqF5CKclVLw1FBM,Dead,Madison Beer,61,Dead,2017-05-19,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.583,0.7,2,-4.969,0.211,0.4,0.183,0.553,103.072
1547,1mJYgCniedO0tBpAGCL1vO,Sidelove,Astrid S,54,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.753,0.343,8,-5.607,0.0337,0.799,0.104,0.511,137.872
1548,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,97,everything i wanted,2019-11-13,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.704,0.225,6,-14.454,0.0994,0.902,0.106,0.243,120.006
1549,1ioqD1XvFGDomjXkKNCBQB,Doing To Me,Astrid S,66,Trust Issues,2019-08-30,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.718,0.762,0,-5.006,0.0571,0.284,0.0971,0.368,132.893
1550,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,75,Young And Beautiful,2013-01-01,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.324,0.416,11,-8.92,0.0368,0.262,0.11,0.151,113.986
1551,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones and I,100,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.824,0.588,6,-6.4,0.0924,0.692,0.149,0.513,98.027
1552,76bvw5EDyhm1b3dfsOToYG,The Kids Are Coming,Tones and I,69,The Kids Are Coming,2019-08-29,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.753,0.566,9,-8.21,0.298,0.193,0.14,0.154,135.039
1553,0JQ5MbyriK6ruD3t6RZ7ix,Never Seen The Rain,Tones and I,84,The Kids Are Coming,2019-08-29,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.672,0.464,6,-5.624,0.037,0.43,0.284,0.271,92.069
1554,7BooBD8k8ABLTFLzgxcT5G,Johnny Run Away,Tones and I,71,The Kids Are Coming,2019-08-29,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.799,0.538,2,-4.775,0.0622,0.642,0.107,0.582,92.452
1555,4kRT3cCwp0uYEqh4hHvxZS,Jimmy,Tones and I,68,The Kids Are Coming,2019-08-29,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.592,0.464,8,-5.956,0.0346,0.473,0.125,0.182,68.11
1556,0kF0fz89HNJ1afzJ1IE1rP,Say It to My Face,Madison Beer,57,As She Pleases,2018-02-02,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.753,0.566,11,-4.763,0.435,0.169,0.276,0.591,113.884
1557,2kJwzbxV2ppxnQoYw4GLBZ,If The World Was Ending (feat. Julia Michaels),JP Saxe,88,If The World Was Ending (feat. Julia Michaels),2019-10-17,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.464,0.473,1,-10.086,0.129,0.866,0.109,0.604,75.801
1558,5fmBkJa4mTezkJq8B1TgSn,Colourblind,Tones and I,67,The Kids Are Coming,2019-08-29,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.493,0.154,9,-9.996,0.0367,0.729,0.0747,0.115,98.38
1559,7DoNtK2gVFRwJh0hkHe5wQ,Easy,Camila Cabello,73,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.574,0.593,4,-5.731,0.0463,0.411,0.0966,0.355,128.073
1560,4HBvwhhYo7YiYXkUDrOHzS,Trampoline,SHAED,65,Melt (Deluxe),2019-12-27,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.619,0.459,7,-5.782,0.0334,0.56,0.137,0.498,126.803
1561,073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,77,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.74,0.498,11,-6.684,0.0456,0.0169,0.319,0.652,98.016
1562,6N29ryH844QydR2Q3ULSdC,OK (Anxiety Anthem),Mabel,70,High Expectations,2019-08-02,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.684,0.803,8,-3.849,0.0882,0.276,0.128,0.531,98.985
1563,2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,73,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.377,0.651,4,-5.437,0.0588,0.0197,0.174,0.0851,129.698
1564,1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,87,Up All Night,2019-11-14,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.665,0.712,1,-7.536,0.0527,0.00103,0.102,0.669,93.989
1565,0G7Ik0gmxJBFJKAmK2p1k9,Someone New,Astrid S,60,Someone New,2019-02-01,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.881,0.697,0,-5.613,0.27,0.129,0.0834,0.434,97.012
1566,6l7lX8hJXVIUyPrTaabpqk,Ready,Alessia Cara,77,Ready,2019-07-22,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.529,0.496,0,-6.668,0.151,0.214,0.212,0.588,74.619
1567,5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,89,YOU,2019-11-08,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.732,0.463,11,-6.972,0.0287,0.374,0.194,0.397,95.971
1568,1cL3ucXzG2hj3XOUPIWdvZ,Feelings,Lauv,69,~how i'm feeling~,2019-11-14,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.694,0.466,9,-6.758,0.0384,0.0934,0.098,0.246,103.018
1569,3Lp8Xd2K7TwlY32SPvXkvF,Lonely,Noah Cyrus,75,Lonely,2019-09-27,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.594,0.26,5,-9.062,0.0601,0.779,0.0924,0.303,84.648
1570,5i2JGF65pHKSfMEjSMrBC3,Jesus In LA,Alec Benjamin,77,Jesus In LA,2019-07-16,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.767,0.627,0,-4.096,0.0401,0.537,0.359,0.689,94.028
1571,7vLR7NDAadIXfWjl2nw5Nr,Haloes,Ina Wroldsen,64,Haloes,2019-09-20,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.704,0.719,3,-4.05,0.0343,0.42,0.18,0.33,103.018
1572,2GdxQw8NwoeH8tKySg6nym,Torn,Ava Max,81,Torn,2019-08-19,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.664,0.831,2,-4.472,0.0435,0.111,0.0596,0.696,125.058
1573,7vgv8KZBSo0TPzyIWG9yzV,Salt,Ava Max,80,Salt,2019-12-12,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.693,0.835,6,-3.242,0.0623,0.131,0.073,0.743,128.052
